,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
48032,48033,2015,6,25,8,2,151.0,158.0,161.0,136.0,20.0,83.0,1003.0,23.0,cv,0.89,0.0,0.0
48033,48034,2015,6,25,9,2,162.0,159.0,167.0,133.0,20.0,78.0,1003.0,24.0,cv,1.78,0.0,0.0
48034,48035,2015,6,25,10,2,183.0,161.0,172.0,122.0,20.0,73.0,1002.0,25.0,cv,2.67,0.0,0.0
48035,48036,2015,6,25,11,2,199.0,161.0,169.0,129.0,19.0,69.0,1002.0,25.0,cv,3.56,0.0,0.0
48036,48037,2015,6,25,12,2,173.0,139.0,153.0,108.0,20.0,69.0,1002.0,26.0,SE,3.13,0.0,0.0
48037,48038,2015,6,25,13,2,140.0,124.0,134.0,100.0,19.0,65.0,1001.0,26.0,SE,6.26,0.0,0.0
48038,48039,2015,6,25,14,2,62.0,56.0,59.0,46.0,18.0,57.0,1000.0,27.0,SE,9.39,0.0,0.0
48039,48040,2015,6,25,15,2,72.0,78.0,78.0,60.0,18.0,61.0,1000.0,26.0,SE,12.52,0.0,0.0
48040,48041,2015,6,25,16,2,89.0,89.0,96.0,74.0,18.0,57.0,1000.0,27.0,SE,15.65,0.0,0.0
48041,48042,2015,6,25,17,2,97.0,69.0,85.0,69.0,18.0,61.0,999.0,26.0,SE,17.44,0.0,0.0
48042,48043,2015,6,25,18,2,92.0,66.0,78.0,63.0,18.0,57.0,999.0,27.0,SE,19.23,0.0,0.0
48043,48044,2015,6,25,19,2,89.0,72.0,87.0,73.0,19.0,65.0,999.0,26.0,cv,0.89,0.0,0.0
48044,48045,2015,6,25,20,2,105.0,87.0,89.0,78.0,20.0,69.0,999.0,26.0,cv,1.78,0.0,0.0
48045,48046,2015,6,25,21,2,107.0,89.0,101.0,85.0,20.0,73.0,1000.0,25.0,cv,2.67,0.0,0.0
48046,48047,2015,6,25,22,2,121.0,101.0,114.0,99.0,19.0,69.0,1000.0,25.0,SE,1.79,0.1,0.1
48047,48048,2015,6,25,23,2,129.0,107.0,124.0,110.0,20.0,78.0,1000.0,24.0,SE,3.58,0.0,0.0
48048,48049,2015,6,26,0,2,123.0,105.0,120.0,94.0,20.0,78.0,999.0,24.0,cv,0.89,0.0,0.0
48049,48050,2015,6,26,1,2,118.0,98.0,118.0,NA,20.0,78.0,1000.0,24.0,SE,0.89,1.0,1.0
48050,48051,2015,6,26,2,2,117.0,92.0,103.0,NA,19.0,73.0,1000.0,24.0,NW,3.13,0.4,1.4
48051,48052,2015,6,26,3,2,117.0,97.0,104.0,NA,20.0,94.0,1000.0,21.0,NW,7.15,0.0,0.0
48052,48053,2015,6,26,4,2,116.0,82.0,93.0,NA,20.0,94.0,1000.0,21.0,SE,0.89,0.8,0.8
48053,48054,2015,6,26,5,2,108.0,89.0,107.0,NA,20.0,94.0,1000.0,21.0,cv,0.89,1.4,2.2
48054,48055,2015,6,26,6,2,123.0,87.0,103.0,NA,20.0,94.0,1000.0,21.0,cv,1.78,0.1,2.3
48055,48056,2015,6,26,7,2,122.0,102.0,106.0,NA,20.0,94.0,1001.0,21.0,cv,2.67,0.0,0.0
48056,48057,2015,6,26,8,2,122.0,105.0,112.0,NA,20.0,94.0,1001.0,21.0,cv,3.56,0.0,0.0
48057,48058,2015,6,26,9,2,96.0,69.0,85.0,NA,20.0,88.0,1001.0,22.0,SE,1.79,0.0,0.0
48058,48059,2015,6,26,10,2,98.0,81.0,81.0,NA,20.0,78.0,1001.0,24.0,cv,0.89,0.0,0.0
48059,48060,2015,6,26,11,2,97.0,87.0,90.0,NA,21.0,73.0,1001.0,26.0,cv,1.78,0.0,0.0
48060,48061,2015,6,26,12,2,100.0,71.0,69.0,NA,20.0,65.0,1001.0,27.0,cv,2.67,0.0,0.0
48061,48062,2015,6,26,13,2,114.0,79.0,93.0,NA,21.0,69.0,1000.0,27.0,cv,4.46,0.0,0.0
48062,48063,2015,6,26,14,2,130.0,103.0,119.0,NA,21.0,65.0,999.0,28.0,SE,3.13,0.0,0.0
48063,48064,2015,6,26,15,2,139.0,115.0,131.0,87.0,21.0,65.0,999.0,28.0,SE,6.26,0.0,0.0
48064,48065,2015,6,26,16,2,127.0,124.0,127.0,91.0,21.0,65.0,999.0,28.0,SE,9.39,0.0,0.0
48065,48066,2015,6,26,17,2,126.0,119.0,130.0,87.0,21.0,65.0,999.0,28.0,SE,12.52,0.0,0.0
48066,48067,2015,6,26,18,2,111.0,133.0,124.0,102.0,21.0,65.0,999.0,28.0,SE,15.65,0.0,0.0
48067,48068,2015,6,26,19,2,165.0,163.0,174.0,135.0,21.0,69.0,1001.0,27.0,SE,18.78,0.0,0.0
48068,48069,2015,6,26,20,2,160.0,138.0,146.0,86.0,21.0,73.0,1002.0,26.0,SE,21.91,0.0,0.0
48069,48070,2015,6,26,21,2,63.0,56.0,66.0,46.0,22.0,83.0,1002.0,25.0,SE,25.04,0.0,0.0
48070,48071,2015,6,26,22,2,20.0,11.0,28.0,15.0,20.0,94.0,1002.0,21.0,NW,4.92,0.0,0.0
48071,48072,2015,6,26,23,2,28.0,7.0,25.0,17.0,20.0,94.0,1002.0,21.0,cv,0.45,0.0,0.0
48072,48073,2015,6,27,0,2,29.0,22.0,34.0,20.0,20.0,88.0,1003.0,22.0,NE,1.79,0.0,0.0
48073,48074,2015,6,27,1,2,35.0,26.0,37.0,29.0,20.0,88.0,1002.0,22.0,NE,3.58,NA,NA
48074,48075,2015,6,27,2,2,40.0,29.0,42.0,33.0,19.0,88.0,1003.0,21.0,cv,0.89,NA,NA
48075,48076,2015,6,27,3,2,36.0,30.0,43.0,33.0,20.0,94.0,1003.0,21.0,NW,1.79,0.0,0.0
48076,48077,2015,6,27,4,2,36.0,23.0,41.0,35.0,19.0,88.0,1003.0,21.0,NW,3.58,NA,NA
48077,48078,2015,6,27,5,2,35.0,23.0,37.0,25.0,19.0,88.0,1003.0,21.0,NW,4.47,NA,NA
48078,48079,2015,6,27,6,2,33.0,22.0,35.0,27.0,20.0,94.0,1004.0,21.0,NW,6.26,0.0,0.0
48079,48080,2015,6,27,7,2,44.0,34.0,43.0,44.0,20.0,88.0,1004.0,22.0,NE,1.79,NA,NA
48080,48081,2015,6,27,8,2,94.0,57.0,75.0,73.0,20.0,88.0,1005.0,22.0,cv,0.89,0.0,0.0
48081,48082,2015,6,27,9,2,99.0,84.0,90.0,66.0,20.0,78.0,1005.0,24.0,cv,1.78,NA,NA
48082,48083,2015,6,27,10,2,92.0,92.0,99.0,66.0,21.0,78.0,1006.0,25.0,cv,2.67,0.0,0.0
48083,48084,2015,6,27,11,2,104.0,101.0,111.0,75.0,21.0,69.0,1006.0,27.0,cv,3.56,0.0,0.0
48084,48085,2015,6,27,12,2,130.0,119.0,130.0,94.0,22.0,74.0,1006.0,27.0,cv,4.45,0.0,0.0
48085,48086,2015,6,27,13,2,151.0,132.0,147.0,96.0,21.0,69.0,1005.0,27.0,cv,5.34,0.0,0.0
48086,48087,2015,6,27,14,2,162.0,143.0,158.0,108.0,21.0,65.0,1006.0,28.0,cv,6.23,0.0,0.0
48087,48088,2015,6,27,15,2,164.0,140.0,151.0,108.0,22.0,65.0,1005.0,29.0,cv,8.02,0.0,0.0
48088,48089,2015,6,27,16,2,155.0,135.0,148.0,107.0,22.0,65.0,1005.0,29.0,SE,1.79,0.0,0.0
48089,48090,2015,6,27,17,2,154.0,128.0,150.0,108.0,22.0,65.0,1005.0,29.0,SE,3.58,0.0,0.0
48090,48091,2015,6,27,18,2,149.0,143.0,145.0,116.0,22.0,65.0,1005.0,29.0,SE,4.47,0.0,0.0
48091,48092,2015,6,27,19,2,164.0,144.0,145.0,117.0,22.0,69.0,1005.0,28.0,SE,6.26,0.0,0.0
48092,48093,2015,6,27,20,2,150.0,144.0,143.0,120.0,23.0,78.0,1006.0,27.0,SE,7.15,0.0,0.0
48093,48094,2015,6,27,21,2,122.0,104.0,125.0,90.0,22.0,74.0,1006.0,27.0,SE,10.28,0.0,0.0
48094,48095,2015,6,27,22,2,106.0,87.0,103.0,77.0,21.0,73.0,1007.0,26.0,SE,12.07,0.0,0.0
48095,48096,2015,6,27,23,2,107.0,95.0,101.0,80.0,20.0,69.0,1007.0,26.0,SE,13.86,0.0,0.0
48096,48097,2015,6,28,0,2,118.0,98.0,107.0,89.0,20.0,73.0,1007.0,25.0,cv,0.89,0.0,0.0
48097,48098,2015,6,28,1,2,123.0,98.0,114.0,81.0,20.0,73.0,1007.0,25.0,cv,1.78,0.0,0.0
48098,48099,2015,6,28,2,2,115.0,84.0,102.0,76.0,19.0,73.0,1007.0,24.0,cv,2.67,0.0,0.0
48099,48100,2015,6,28,3,2,98.0,90.0,94.0,83.0,20.0,78.0,1007.0,24.0,SE,0.89,0.0,0.0
48100,48101,2015,6,28,4,2,106.0,105.0,111.0,95.0,20.0,78.0,1007.0,24.0,SE,2.68,0.0,0.0
48101,48102,2015,6,28,5,2,126.0,118.0,126.0,118.0,21.0,83.0,1007.0,24.0,SE,4.47,0.0,0.0
48102,48103,2015,6,28,6,2,136.0,138.0,143.0,123.0,21.0,83.0,1008.0,24.0,SE,6.26,0.0,0.0
48103,48104,2015,6,28,7,2,149.0,148.0,155.0,124.0,21.0,78.0,1008.0,25.0,SE,8.05,0.0,0.0
48104,48105,2015,6,28,8,2,163.0,152.0,167.0,115.0,21.0,78.0,1008.0,25.0,SE,9.84,0.0,0.0
48105,48106,2015,6,28,9,2,174.0,163.0,177.0,121.0,22.0,78.0,1008.0,26.0,SE,11.63,0.0,0.0
48106,48107,2015,6,28,10,2,193.0,171.0,191.0,125.0,23.0,74.0,1008.0,28.0,SE,13.42,0.0,0.0
48107,48108,2015,6,28,11,2,207.0,180.0,197.0,130.0,23.0,74.0,1007.0,28.0,cv,1.79,0.0,0.0
48108,48109,2015,6,28,12,2,207.0,192.0,199.0,127.0,22.0,65.0,1007.0,29.0,SE,3.13,0.0,0.0
48109,48110,2015,6,28,13,2,203.0,175.0,185.0,116.0,23.0,66.0,1006.0,30.0,SE,7.15,0.0,0.0
48110,48111,2015,6,28,14,2,172.0,149.0,161.0,109.0,23.0,62.0,1005.0,31.0,SE,11.17,0.0,0.0
48111,48112,2015,6,28,15,2,128.0,161.0,162.0,114.0,23.0,62.0,1005.0,31.0,SE,15.19,0.0,0.0
48112,48113,2015,6,28,16,2,127.0,141.0,129.0,106.0,23.0,62.0,1004.0,31.0,SE,19.21,0.0,0.0
48113,48114,2015,6,28,17,2,144.0,159.0,149.0,122.0,23.0,62.0,1003.0,31.0,SE,24.13,0.0,0.0
48114,48115,2015,6,28,18,2,180.0,181.0,191.0,146.0,22.0,58.0,1003.0,31.0,SE,28.15,0.0,0.0
48115,48116,2015,6,28,19,2,180.0,147.0,155.0,127.0,22.0,62.0,1004.0,30.0,SE,33.07,0.0,0.0
48116,48117,2015,6,28,20,2,177.0,154.0,165.0,129.0,22.0,69.0,1004.0,28.0,SE,36.2,0.0,0.0
48117,48118,2015,6,28,21,2,207.0,173.0,191.0,151.0,21.0,65.0,1005.0,28.0,SE,40.22,0.0,0.0
48118,48119,2015,6,28,22,2,207.0,170.0,189.0,148.0,21.0,69.0,1004.0,27.0,SE,43.35,0.0,0.0
48119,48120,2015,6,28,23,2,192.0,165.0,186.0,147.0,21.0,73.0,1004.0,26.0,SE,45.14,0.0,0.0
48120,48121,2015,6,29,0,2,194.0,158.0,183.0,142.0,21.0,78.0,1004.0,25.0,cv,0.89,0.0,0.0
48121,48122,2015,6,29,1,2,190.0,151.0,173.0,139.0,21.0,88.0,1004.0,23.0,NW,1.79,0.0,0.0
48122,48123,2015,6,29,2,2,185.0,153.0,167.0,137.0,21.0,83.0,1003.0,24.0,SE,1.79,0.0,0.0
48123,48124,2015,6,29,3,2,180.0,149.0,169.0,142.0,21.0,83.0,1003.0,24.0,cv,0.89,0.0,0.0
48124,48125,2015,6,29,4,2,178.0,164.0,174.0,148.0,21.0,83.0,1003.0,24.0,SE,1.79,0.0,0.0
48125,48126,2015,6,29,5,2,181.0,151.0,173.0,142.0,21.0,88.0,1003.0,23.0,cv,0.89,0.0,0.0
48126,48127,2015,6,29,6,2,187.0,154.0,166.0,141.0,21.0,83.0,1003.0,24.0,SE,0.89,0.0,0.0
48127,48128,2015,6,29,7,2,194.0,161.0,176.0,141.0,21.0,83.0,1003.0,24.0,cv,0.89,0.0,0.0
48128,48129,2015,6,29,8,2,203.0,164.0,182.0,145.0,21.0,78.0,1004.0,25.0,cv,1.78,0.0,0.0
48129,48130,2015,6,29,9,2,207.0,169.0,193.0,144.0,22.0,78.0,1003.0,26.0,SE,1.79,0.0,0.0
48130,48131,2015,6,29,10,2,216.0,NA,201.0,161.0,22.0,78.0,1003.0,26.0,SE,3.58,0.0,0.0
48131,48132,2015,6,29,11,2,226.0,NA,203.0,168.0,22.0,78.0,1004.0,26.0,NE,1.79,0.0,0.0
48132,48133,2015,6,29,12,2,222.0,110.0,205.0,158.0,22.0,78.0,1004.0,26.0,NE,3.58,0.0,0.0
48133,48134,2015,6,29,13,2,93.0,32.0,40.0,26.0,18.0,82.0,1005.0,21.0,NE,10.73,0.0,0.0
48134,48135,2015,6,29,14,2,12.0,3.0,8.0,11.0,16.0,73.0,1005.0,21.0,NE,18.78,0.1,0.1
48135,48136,2015,6,29,15,2,19.0,8.0,20.0,17.0,18.0,88.0,1006.0,20.0,SE,3.13,0.0,0.0
48136,48137,2015,6,29,16,2,22.0,10.0,24.0,12.0,18.0,93.0,1007.0,19.0,cv,0.89,0.0,0.0
48137,48138,2015,6,29,17,2,24.0,11.0,34.0,21.0,18.0,93.0,1007.0,19.0,cv,1.78,0.0,0.0
48138,48139,2015,6,29,18,2,29.0,13.0,27.0,26.0,18.0,93.0,1008.0,19.0,cv,2.67,0.0,0.0
48139,48140,2015,6,29,19,2,32.0,16.0,24.0,22.0,18.0,93.0,1008.0,19.0,SE,3.13,0.0,0.0
48140,48141,2015,6,29,20,2,21.0,7.0,17.0,15.0,17.0,88.0,1009.0,19.0,NW,1.79,0.0,0.0
48141,48142,2015,6,29,21,2,23.0,13.0,20.0,19.0,18.0,88.0,1009.0,20.0,NW,4.92,0.0,0.0
48142,48143,2015,6,29,22,2,28.0,14.0,31.0,19.0,18.0,88.0,1009.0,20.0,NW,8.05,0.0,0.0
48143,48144,2015,6,29,23,2,33.0,15.0,30.0,24.0,17.0,82.0,1008.0,20.0,NW,11.18,0.0,0.0
48144,48145,2015,6,30,0,2,25.0,18.0,24.0,21.0,17.0,82.0,1008.0,20.0,NW,14.31,0.0,0.0
48145,48146,2015,6,30,1,2,27.0,11.0,26.0,16.0,18.0,88.0,1007.0,20.0,NW,17.44,0.0,0.0
48146,48147,2015,6,30,2,2,19.0,7.0,21.0,20.0,18.0,88.0,1007.0,20.0,NW,19.23,0.0,0.0
48147,48148,2015,6,30,3,2,21.0,10.0,21.0,12.0,17.0,88.0,1006.0,19.0,NW,21.02,0.0,0.0
48148,48149,2015,6,30,4,2,20.0,3.0,16.0,12.0,17.0,82.0,1006.0,20.0,NW,22.81,0.0,0.0
48149,48150,2015,6,30,5,2,10.0,5.0,16.0,10.0,17.0,88.0,1006.0,19.0,NW,26.83,0.0,0.0
48150,48151,2015,6,30,6,2,12.0,3.0,8.0,7.0,17.0,82.0,1006.0,20.0,NW,30.85,0.6,0.6
48151,48152,2015,6,30,7,2,6.0,3.0,14.0,10.0,14.0,72.0,1006.0,19.0,NW,36.66,0.1,0.7
48152,48153,2015,6,30,8,2,8.0,3.0,15.0,11.0,15.0,82.0,1006.0,18.0,NW,41.58,0.1,0.8
48153,48154,2015,6,30,9,2,16.0,3.0,16.0,17.0,15.0,82.0,1006.0,18.0,NW,46.5,0.2,1.0
48154,48155,2015,6,30,10,2,14.0,6.0,15.0,13.0,15.0,77.0,1006.0,19.0,NW,52.31,0.0,0.0
48155,48156,2015,6,30,11,2,11.0,3.0,16.0,16.0,16.0,73.0,1005.0,21.0,NW,57.23,0.0,0.0
48156,48157,2015,6,30,12,2,17.0,4.0,18.0,11.0,16.0,64.0,1004.0,23.0,NW,61.25,0.0,0.0
48157,48158,2015,6,30,13,2,12.0,3.0,11.0,9.0,15.0,53.0,1003.0,25.0,SE,4.92,0.0,0.0
48158,48159,2015,6,30,14,2,14.0,NA,10.0,8.0,15.0,50.0,1002.0,26.0,SE,8.94,0.0,0.0
48159,48160,2015,6,30,15,2,10.0,NA,20.0,9.0,14.0,44.0,1000.0,27.0,SE,14.75,0.0,0.0
48160,48161,2015,6,30,16,2,7.0,NA,25.0,6.0,13.0,39.0,999.0,28.0,SE,19.67,0.0,0.0
48161,48162,2015,6,30,17,2,6.0,NA,17.0,8.0,14.0,44.0,998.0,27.0,SE,24.59,0.0,0.0
48162,48163,2015,6,30,18,2,13.0,NA,26.0,10.0,15.0,47.0,997.0,27.0,SE,29.51,0.0,0.0
48163,48164,2015,6,30,19,2,17.0,NA,26.0,16.0,14.0,47.0,997.0,26.0,SE,34.43,0.0,0.0
48164,48165,2015,6,30,20,2,19.0,NA,16.0,14.0,15.0,57.0,997.0,24.0,SE,36.22,0.0,0.0
48165,48166,2015,6,30,21,2,22.0,NA,23.0,15.0,15.0,53.0,997.0,25.0,SE,38.01,0.0,0.0
48166,48167,2015,6,30,22,2,28.0,NA,26.0,16.0,16.0,68.0,998.0,22.0,cv,0.89,NA,NA
48167,48168,2015,6,30,23,2,25.0,NA,27.0,20.0,16.0,82.0,997.0,19.0,cv,1.78,0.0,0.0
48168,48169,2015,7,1,0,2,27.0,NA,30.0,28.0,16.0,82.0,997.0,19.0,SE,0.89,NA,NA
48169,48170,2015,7,1,1,2,34.0,NA,34.0,36.0,16.0,88.0,997.0,18.0,cv,0.89,NA,NA
48170,48171,2015,7,1,2,2,39.0,NA,34.0,34.0,15.0,88.0,997.0,17.0,cv,1.78,0.0,0.0
48171,48172,2015,7,1,3,2,38.0,NA,41.0,34.0,16.0,93.0,996.0,17.0,NE,1.79,NA,NA
48172,48173,2015,7,1,4,2,38.0,NA,43.0,29.0,15.0,88.0,997.0,17.0,NE,3.58,NA,NA
48173,48174,2015,7,1,5,2,42.0,NA,41.0,28.0,15.0,82.0,997.0,18.0,NW,1.79,NA,NA
48174,48175,2015,7,1,6,2,29.0,NA,35.0,27.0,16.0,82.0,997.0,19.0,NW,5.81,0.0,0.0
48175,48176,2015,7,1,7,2,31.0,NA,33.0,23.0,16.0,73.0,998.0,21.0,NW,9.83,0.0,0.0
48176,48177,2015,7,1,8,2,31.0,NA,33.0,21.0,17.0,61.0,998.0,25.0,NW,11.62,0.0,0.0
48177,48178,2015,7,1,9,2,21.0,21.0,23.0,16.0,16.0,50.0,998.0,27.0,NW,13.41,0.0,0.0
48178,48179,2015,7,1,10,2,16.0,7.0,22.0,11.0,15.0,42.0,997.0,29.0,NW,15.2,0.0,0.0
48179,48180,2015,7,1,11,2,16.0,4.0,18.0,9.0,13.0,35.0,997.0,30.0,SE,1.79,0.0,0.0
48180,48181,2015,7,1,12,2,10.0,3.0,20.0,14.0,12.0,31.0,997.0,31.0,SE,3.58,0.0,0.0
48181,48182,2015,7,1,13,2,10.0,3.0,5.0,9.0,15.0,33.0,996.0,33.0,cv,3.13,0.0,0.0
48182,48183,2015,7,1,14,2,7.0,6.0,17.0,15.0,11.0,29.0,996.0,31.0,NW,4.02,0.0,0.0
48183,48184,2015,7,1,15,2,11.0,3.0,19.0,14.0,11.0,29.0,996.0,31.0,cv,3.13,0.0,0.0
48184,48185,2015,7,1,16,2,7.0,3.0,19.0,11.0,14.0,37.0,996.0,30.0,NW,4.02,0.0,0.0
48185,48186,2015,7,1,17,2,11.0,3.0,15.0,11.0,16.0,57.0,998.0,25.0,NE,4.92,1.1,1.1
48186,48187,2015,7,1,18,2,17.0,3.0,26.0,15.0,19.0,78.0,999.0,23.0,cv,0.89,0.0,0.0
48187,48188,2015,7,1,19,2,17.0,3.0,17.0,7.0,15.0,57.0,999.0,24.0,NE,3.13,0.0,0.0
48188,48189,2015,7,1,20,2,12.0,3.0,19.0,6.0,15.0,60.0,1000.0,23.0,NW,3.13,0.0,0.0
48189,48190,2015,7,1,21,2,11.0,3.0,8.0,7.0,13.0,56.0,1000.0,22.0,NW,4.92,0.1,0.1
48190,48191,2015,7,1,22,2,10.0,3.0,10.0,7.0,12.0,46.0,1001.0,24.0,NW,8.05,0.0,0.0
48191,48192,2015,7,1,23,2,8.0,3.0,13.0,5.0,12.0,49.0,1001.0,23.0,NW,12.07,0.0,0.0
48192,48193,2015,7,2,0,2,6.0,3.0,6.0,5.0,12.0,49.0,1001.0,23.0,NW,16.09,0.0,0.0
48193,48194,2015,7,2,1,2,7.0,3.0,7.0,7.0,13.0,68.0,1002.0,19.0,NW,17.88,0.0,0.0
48194,48195,2015,7,2,2,2,7.0,3.0,7.0,5.0,12.0,59.0,1002.0,20.0,cv,0.89,0.0,0.0
48195,48196,2015,7,2,3,2,6.0,3.0,8.0,7.0,13.0,72.0,1002.0,18.0,NW,1.79,0.0,0.0
48196,48197,2015,7,2,4,2,7.0,3.0,5.0,5.0,12.0,77.0,1002.0,16.0,NW,4.92,0.0,0.0
48197,48198,2015,7,2,5,2,10.0,12.0,10.0,4.0,13.0,82.0,1002.0,16.0,NW,8.94,0.0,0.0
48198,48199,2015,7,2,6,2,12.0,3.0,6.0,6.0,14.0,68.0,1003.0,20.0,NW,13.86,0.0,0.0
48199,48200,2015,7,2,7,2,9.0,3.0,11.0,7.0,14.0,56.0,1003.0,23.0,NE,1.79,0.0,0.0
48200,48201,2015,7,2,8,2,9.0,3.0,15.0,6.0,15.0,50.0,1003.0,26.0,NW,1.79,0.0,0.0
48201,48202,2015,7,2,9,2,7.0,3.0,10.0,7.0,14.0,44.0,1003.0,27.0,cv,0.89,0.0,0.0
48202,48203,2015,7,2,10,2,3.0,3.0,13.0,5.0,14.0,39.0,1003.0,29.0,NW,1.79,0.0,0.0
48203,48204,2015,7,2,11,2,7.0,9.0,8.0,5.0,11.0,30.0,1002.0,30.0,NW,6.71,0.0,0.0
48204,48205,2015,7,2,12,2,9.0,6.0,12.0,6.0,10.0,25.0,1002.0,32.0,NW,12.52,0.0,0.0
48205,48206,2015,7,2,13,2,7.0,12.0,16.0,6.0,10.0,25.0,1001.0,32.0,NW,18.33,0.0,0.0
48206,48207,2015,7,2,14,2,8.0,9.0,7.0,8.0,13.0,29.0,1001.0,33.0,cv,0.89,0.0,0.0
48207,48208,2015,7,2,15,2,7.0,7.0,12.0,4.0,9.0,21.0,1000.0,34.0,cv,1.78,0.0,0.0
48208,48209,2015,7,2,16,2,3.0,3.0,5.0,3.0,8.0,21.0,1000.0,33.0,NW,4.92,0.0,0.0
48209,48210,2015,7,2,17,2,3.0,3.0,3.0,3.0,6.0,17.0,1000.0,34.0,NW,9.84,0.0,0.0
48210,48211,2015,7,2,18,2,5.0,3.0,14.0,4.0,8.0,22.0,1001.0,32.0,NW,15.65,0.0,0.0
48211,48212,2015,7,2,19,2,10.0,3.0,10.0,7.0,7.0,23.0,1001.0,30.0,NW,20.57,0.0,0.0
48212,48213,2015,7,2,20,2,15.0,12.0,14.0,10.0,7.0,29.0,1002.0,26.0,NE,1.79,0.0,0.0
48213,48214,2015,7,2,21,2,21.0,21.0,14.0,32.0,11.0,46.0,1003.0,23.0,NE,3.58,NA,NA
48214,48215,2015,7,2,22,2,38.0,21.0,19.0,30.0,11.0,46.0,1004.0,23.0,NE,6.71,0.0,0.0
48215,48216,2015,7,2,23,2,48.0,3.0,20.0,19.0,9.0,40.0,1004.0,23.0,NE,8.5,NA,NA
48216,48217,2015,7,3,0,2,22.0,3.0,30.0,27.0,10.0,41.0,1005.0,24.0,SE,1.79,NA,NA
48217,48218,2015,7,3,1,2,25.0,84.0,24.0,31.0,12.0,56.0,1006.0,21.0,SE,3.58,0.0,0.0
48218,48219,2015,7,3,2,2,15.0,13.0,22.0,24.0,14.0,72.0,1007.0,19.0,cv,0.89,NA,NA
48219,48220,2015,7,3,3,2,16.0,22.0,25.0,22.0,14.0,77.0,1007.0,18.0,cv,1.78,0.0,0.0
48220,48221,2015,7,3,4,2,21.0,31.0,27.0,33.0,14.0,82.0,1008.0,17.0,SE,0.89,NA,NA
48221,48222,2015,7,3,5,2,25.0,58.0,30.0,27.0,14.0,82.0,1008.0,17.0,NE,1.79,NA,NA
48222,48223,2015,7,3,6,2,31.0,14.0,30.0,41.0,14.0,68.0,1009.0,20.0,cv,0.89,0.0,0.0
48223,48224,2015,7,3,7,2,34.0,22.0,46.0,45.0,12.0,49.0,1009.0,23.0,cv,1.78,0.0,0.0
48224,48225,2015,7,3,8,2,16.0,5.0,19.0,13.0,10.0,38.0,1010.0,25.0,NE,3.13,0.0,0.0
48225,48226,2015,7,3,9,2,12.0,NA,10.0,10.0,10.0,36.0,1010.0,26.0,SE,3.13,0.0,0.0
48226,48227,2015,7,3,10,2,9.0,3.0,13.0,9.0,10.0,32.0,1010.0,28.0,cv,0.89,0.0,0.0
48227,48228,2015,7,3,11,2,14.0,3.0,13.0,7.0,11.0,34.0,1009.0,28.0,cv,1.78,0.0,0.0
48228,48229,2015,7,3,12,2,19.0,3.0,17.0,11.0,9.0,28.0,1009.0,29.0,cv,3.57,0.0,0.0
48229,48230,2015,7,3,13,2,33.0,3.0,35.0,19.0,10.0,28.0,1008.0,30.0,SE,3.13,0.0,0.0
48230,48231,2015,7,3,14,2,45.0,3.0,39.0,32.0,11.0,29.0,1007.0,31.0,cv,1.79,0.0,0.0
48231,48232,2015,7,3,15,2,45.0,48.0,44.0,39.0,10.0,28.0,1007.0,30.0,SE,3.13,0.0,0.0
48232,48233,2015,7,3,16,2,37.0,3.0,37.0,35.0,12.0,31.0,1006.0,31.0,SE,7.15,0.0,0.0
48233,48234,2015,7,3,17,2,31.0,11.0,36.0,31.0,11.0,29.0,1006.0,31.0,SE,11.17,0.0,0.0
48234,48235,2015,7,3,18,2,27.0,3.0,32.0,25.0,11.0,30.0,1006.0,30.0,SE,15.19,0.0,0.0
48235,48236,2015,7,3,19,2,27.0,3.0,29.0,27.0,11.0,32.0,1007.0,29.0,SE,19.21,0.0,0.0
48236,48237,2015,7,3,20,2,33.0,3.0,36.0,28.0,13.0,41.0,1007.0,27.0,SE,24.13,0.0,0.0
48237,48238,2015,7,3,21,2,34.0,7.0,35.0,30.0,14.0,47.0,1008.0,26.0,SE,29.05,0.0,0.0
48238,48239,2015,7,3,22,2,22.0,3.0,28.0,23.0,12.0,46.0,1009.0,24.0,SE,32.18,0.0,0.0
48239,48240,2015,7,3,23,2,18.0,3.0,18.0,15.0,10.0,41.0,1010.0,24.0,SE,37.1,0.0,0.0
48240,48241,2015,7,4,0,2,21.0,3.0,22.0,21.0,11.0,49.0,1010.0,22.0,SE,38.89,0.0,0.0
48241,48242,2015,7,4,1,2,14.0,30.0,21.0,15.0,12.0,56.0,1010.0,21.0,SE,39.78,0.0,0.0
48242,48243,2015,7,4,2,2,16.0,3.0,17.0,19.0,13.0,64.0,1010.0,20.0,SE,41.57,0.0,0.0
48243,48244,2015,7,4,3,2,16.0,3.0,17.0,20.0,14.0,68.0,1010.0,20.0,SE,42.46,0.0,0.0
48244,48245,2015,7,4,4,2,21.0,8.0,18.0,30.0,14.0,68.0,1010.0,20.0,SE,45.59,0.0,0.0
48245,48246,2015,7,4,5,2,21.0,3.0,27.0,28.0,15.0,72.0,1011.0,20.0,cv,0.89,0.0,0.0
48246,48247,2015,7,4,6,2,25.0,3.0,39.0,32.0,15.0,72.0,1010.0,20.0,SE,1.79,0.0,0.0
